,coocc_term,source_term,target_term,relation,score,count
10883,Vehicle-Parking brake,Vehicle,Parking brake,consists of,0.990780770778656,2
10082,Vacuum brake-Brake,Vacuum brake,Brake,is type of,0.9907559752464294,2
6849,Railroad switch-Control car,Railroad switch,Control car,is part of,0.9907483458518982,1
8222,Spring (device)-Drum brake,Spring (device),Drum brake,is part of,0.9907476902008056,2
7179,Reservoir-Aircraft,Reservoir,Aircraft,is part of,0.990746259689331,2
9084,Torque-Brake,Torque,Brake,is parameter of,0.9907428622245787,1
232,Brake force-Brake,Brake force,Brake,is part of,0.9907378554344176,2
1784,Disc brake-Brake,Disc brake,Brake,is type of,0.99073725938797,2
2325,Electric locomotive-Dynamic braking,Electric locomotive,Dynamic braking,consists of,0.9907324314117432,3
9372,Trailer (vehicle)-Brake,Brake,Trailer (vehicle),is part of,0.9907298684120178,1
3712,Hermetic seal-Brake,Hermetic seal,Brake,is part of,0.9907253384590148,2
11882,Wheel-Gear,Wheel,Gear,consists of,0.9907217025756836,1
7228,Reservoir-Brake,Reservoir,Brake,is part of,0.990714430809021,2
6117,Plastic-Brake,Brake,Plastic,consists of,0.9907090663909912,1
10485,Valve-Piston,Valve,Piston,consists of,0.990707516670227,1
9371,Trailer (vehicle)-Brake,Brake,Trailer (vehicle),is part of,0.9907037615776062,2
8821,Throttle-Electronic throttle control,Electronic throttle control,Throttle,is type of,0.9906976819038392,1
8823,Throttle-Electronics,Electronics,Throttle,is type of,0.9906976819038392,1
2508,Electronics-Electronic throttle control,Electronics,Electronic throttle control,is type of,0.9906976819038392,1
6046,Piston-Disc brake,Disc brake,Piston,consists of,0.9906918406486512,6
7227,Reservoir-Brake,Reservoir,Brake,is part of,0.990683913230896,2
1826,Disc brake-Cable television,Cable television,Disc brake,is part of,0.9906833171844482,6
11060,Vickers Viscount-Avro Vulcan,Avro Vulcan,Vickers Viscount,is related with,0.9906822443008424,1
7825,Sensor-Clamp (tool),Clamp (tool),Sensor,interacts with,0.9906800389289856,1
2431,Electromagnetic brake-Brake,Electromagnetic brake,Brake,is type of,0.9906800389289856,2
5988,Piston valve-Decelostat,Decelostat,Piston valve,consists of,0.990675687789917,1
12181,Wire rope-Brake,Wire rope,Brake,is part of,0.9906732439994812,6
3447,Gas-Brake fluid,Gas,Brake fluid,consists of,0.9906699657440186,1
3790,Hybrid electric vehicle-Brake,Hybrid electric vehicle,Brake,consists of,0.9906687140464784,1
1699,Disc brake-Bicycle,Bicycle,Disc brake,interacts with,0.9906674027442932,2
673,Brake-Band brake,Brake,Band brake,has type,0.9906612038612366,1
3853,Hydraulic brake-Brake,Hydraulic brake,Brake,is type of,0.990656077861786,1
5982,Piston ring-Piston,Piston,Piston ring,consists of,0.9906553626060486,2
170,Brake fluid-Brake,Brake,Brake fluid,consists of,0.9906536936759948,2
9106,Torque-Disc brake,Torque,Disc brake,is parameter of,0.9906533360481262,2
12177,Winter road-Salt,Salt,Winter road,is part of,0.9906485676765442,1
8044,Solvent-Isopropyl alcohol,Solvent,Isopropyl alcohol,is related with,0.9906476140022278,1
2558,Emergency brake (train)-Brake,Emergency brake (train),Brake,is type of,0.9906437993049622,1
6667,Pump-Brake,Pump,Brake,is part of,0.9906373620033264,1
2482,Electronic throttle control-Computer,Electronic throttle control,Computer,is type of,0.9906328916549684,1
2041,Drum brake-Brake,Drum brake,Brake,is type of,0.9906328916549684,2
17,Anodizing-Alloy,Anodizing,Alloy,is related with,0.990626096725464,3
9417,Train driver-Pressure,Pressure,Train driver,is parameter of,0.99062317609787,1
747,Brake-Bifilar coil,Bifilar coil,Brake,consists of,0.9906230568885804,3
9266,Track brake-Brake,Track brake,Brake,is type of,0.990619659423828,1
1303,Compression release engine brake-Brake,Brake,Compression release engine brake,has type,0.9906176924705504,1
9853,Truck-Atmospheric pressure,Atmospheric pressure,Truck,is part of,0.990610897541046,1
7127,Regenerative brake-Dynamic braking,Regenerative brake,Dynamic braking,is related with,0.9906008243560792,1
11533,Wheel speed sensor-Electronic control unit,Wheel speed sensor,Electronic control unit,interacts with,0.9905979037284852,1
7636,Runway-Hydraulic brake,Runway,Hydraulic brake,interacts with,0.9905975461006165,1
10520,Valve-Prime mover (locomotive),Valve,Prime mover (locomotive),is part of,0.9905970692634584,1
515,Brake-Air brake (road vehicle),Brake,Air brake (road vehicle),has type,0.9905962944030762,1
8102,Speed-Brake,Speed,Brake,is parameter of,0.9905920624732972,1
8942,Tire-Force,Force,Tire,is parameter of,0.9905915856361388,1
3084,Force-Brake,Force,Brake,is parameter of,0.9905812740325928,2
2090,Drum brake-Disc brake,Disc brake,Drum brake,has type,0.990581214427948,6
11249,Vomiting-Bleeding,Vomiting,Bleeding,is related with,0.9905793070793152,1
8241,Spring (hydrology)-Brake,Spring (hydrology),Brake,is part of,0.990578830242157,1
4392,Kinetic energy-Brake,Brake,Kinetic energy,has parameter,0.9905783534049988,6
332,Brake pad-Brake,Brake pad,Brake,is part of,0.9905737042427064,3
1988,Drum brake-Brake,Brake,Drum brake,has type,0.9905697107315063,1
1385,Control panel (engineering)-Brake,Control panel (engineering),Brake,interacts with,0.9905670285224916,2
10298,Valve-Brake,Brake,Valve,consists of,0.9905651807785034,1
870,British Aircraft Corporation-Avro Vulcan,Avro Vulcan,British Aircraft Corporation,is related with,0.9905558228492736,1
11534,Wheel speed sensor-Pressure,Pressure,Wheel speed sensor,is parameter of,0.990555465221405,1
5162,Master cylinder-Brake,Brake,Master cylinder,consists of,0.9905545115470886,2
6472,Pressure-Brake pad,Brake pad,Pressure,has parameter,0.9905503988265992,2
2445,Electromagnetism-Brake,Electromagnetism,Brake,is part of,0.9905502796173096,2
1987,Drum brake-Brake,Brake,Drum brake,has type,0.9905497431755066,2
6892,Railway air brake-Brake,Brake,Railway air brake,has type,0.9905327558517456,1
9723,Train-Track brake,Train,Track brake,consists of,0.9905319213867188,1
9958,Two-stroke engine-Oil pump (internal combustion engine),Oil pump (internal combustion engine),Two-stroke engine,is part of,0.9905281066894532,1
9624,Train-Injector,Injector,Train,is part of,0.9905250668525696,2
1046,Carbon-fiber-reinforced polymers-Automotive industry,Carbon-fiber-reinforced polymers,Automotive industry,is part of,0.990522801876068,3
10355,Valve-Brake,Valve,Brake,is part of,0.9905216693878174,1
5297,Mechanical engineering-Friction,Friction,Mechanical engineering,is related with,0.9905200004577636,1
4993,Magnetic field-Brake,Brake,Magnetic field,interacts with,0.9905149936676024,1
874,British Aircraft Corporation-British Aerospace,British Aerospace,British Aircraft Corporation,is related with,0.990514874458313,1
3330,Friction-Brake,Friction,Brake,is parameter of,0.9905044436454772,1
6891,Railway air brake-Brake,Brake,Railway air brake,has type,0.9904999136924744,1
292,Brake pad-Brake,Brake,Brake pad,consists of,0.9904928803443908,2
6439,Pressure-Brake,Pressure,Brake,is parameter of,0.990492045879364,1
2264,Electric battery-Brake,Brake,Electric battery,interacts with,0.9904914498329164,1
7295,Reservoir-Pressure,Pressure,Reservoir,is parameter of,0.9904881715774536,1
2422,Electromagnetic brake-Brake,Brake,Electromagnetic brake,has type,0.990487277507782,2
10930,Vehicle-Shoe,Shoe,Vehicle,is part of,0.9904789328575134,2
6001,Piston-Brake,Brake,Piston,consists of,0.9904782772064208,6
1573,De Havilland Sea Vixen-De Havilland Comet,De Havilland Sea Vixen,De Havilland Comet,is related with,0.9904770851135254,1
2188,Eddy current brake-Brake,Eddy current brake,Brake,is type of,0.990475594997406,2
6151,Pneumatics-Brake,Pneumatics,Brake,is part of,0.9904631972312928,1
2382,Electricity-Boat trailer,Boat trailer,Electricity,consists of,0.990458846092224,1
12076,Wheel-Train,Train,Wheel,consists of,0.990449607372284,2
5754,Parking brake-Brake,Brake,Parking brake,has type,0.9904491305351256,1
11708,Wheel-Brake,Wheel,Brake,interacts with,0.9904457330703736,2
9612,Train-Grade (slope),Grade (slope),Train,is parameter of,0.9904401302337646,2
11963,Wheel-Pressure,Pressure,Wheel,is parameter of,0.990435779094696,1
3048,Force-Brake,Brake,Force,has parameter,0.9904311299324036,2
4727,Locomotive-Boiler,Locomotive,Boiler,consists of,0.9904242157936096,2
4112,Intercom-Brake,Brake,Intercom,is part of,0.9904075264930724,1
578,Brake-Armature (electrical),Armature (electrical),Brake,is part of,0.990405261516571,1
2665,Engine braking-Brake,Engine braking,Brake,is part of,0.9904040098190308,1
4743,Locomotive-Brake,Brake,Locomotive,is part of,0.9904022216796876,1
2279,Electric current-Brake,Electric current,Brake,is part of,0.9903938174247742,2
9473,Train-Brake,Brake,Train,is part of,0.9903765320777892,2
3047,Force-Brake,Brake,Force,has parameter,0.9903755784034728,1
7167,Renault-Brake,Brake,Renault,is part of,0.990360140800476,2
998,Car-Brake,Brake,Car,is part of,0.9903550148010254,2
11188,Vitrification-Brake,Vitrification,Brake,indirectly related with,0.9903534650802612,3
331,Brake pad-Brake,Brake pad,Brake,is part of,0.9903516173362732,3
2040,Drum brake-Brake,Drum brake,Brake,is type of,0.9903514981269836,2
5806,Parking brake-Brake,Parking brake,Brake,is type of,0.9903497695922852,1
1963,Drum brake-Asbestos,Asbestos,Drum brake,is part of,0.9903478622436525,2
11187,Vitrification-Brake,Brake,Vitrification,indirectly related with,0.9903476238250732,3
7503,Rocker arm-Internal combustion engine,Internal combustion engine,Rocker arm,consists of,0.9903467297554016,1
3865,Hydraulic brake-Brake fluid,Brake fluid,Hydraulic brake,is part of,0.9903408885002136,1
1042,Carbon-fiber-reinforced polymers-Aircraft,Carbon-fiber-reinforced polymers,Aircraft,is part of,0.9903391003608704,3
3887,Hydraulic cylinder-Automotive industry,Hydraulic cylinder,Automotive industry,is part of,0.9903372526168824,1
10297,Valve-Brake,Brake,Valve,consists of,0.9903366565704346,1
1198,Clutch-Brake,Brake,Clutch,interacts with,0.9903355836868286,1
2387,Electricity-Brake,Electricity,Brake,interacts with,0.99033385515213,2
10893,Vehicle-Piston,Vehicle,Piston,consists of,0.9903337359428406,1
509,Brake-Air brake (aeronautics),Air brake (aeronautics),Brake,is type of,0.9903312921524048,1
4562,Lever-Brake,Lever,Brake,is part of,0.990329384803772,1
4459,Lead-Brake shoe,Brake shoe,Lead,consists of,0.9903278946876526,2
2430,Electromagnetic brake-Brake,Electromagnetic brake,Brake,is type of,0.9903228282928468,1
5521,Motor–generator-Electric generator,Electric generator,Motor–generator,is part of,0.9903200268745422,1
3504,Glycol ethers-Ether,Ether,Glycol ethers,consists of,0.9903194904327391,5
2787,Ethylene glycol-Ether,Ether,Ethylene glycol,consists of,0.9903194904327391,5
2242,Eddy current-Brake,Eddy current,Brake,is type of,0.990317702293396,2
8159,Spline (mechanical)-Brake,Brake,Spline (mechanical),consists of,0.9903145432472228,6
1986,Drum brake-Brake,Brake,Drum brake,has type,0.9903141856193542,2
1856,Disc brake-Crosley,Crosley,Disc brake,is related with,0.9903132915496826,3
11808,Wheel-Disc brake,Wheel,Disc brake,consists of,0.9903064966201782,2
10654,Vehicle-Brake,Brake,Vehicle,is part of,0.9903061389923096,1
54,BMW-Anti-lock braking system,Anti-lock braking system,BMW,is part of,0.9903051853179932,1
491,Brake-Acceleration,Brake,Acceleration,indirectly related with,0.9903050661087036,1
8029,Solution (chemistry)-Brake,Brake,Solution (chemistry),consists of,0.990303099155426,6
2429,Electromagnetic brake-Brake,Electromagnetic brake,Brake,is type of,0.9902993440628052,1
10461,Valve-Internal combustion engine,Valve,Internal combustion engine,is part of,0.9902970194816588,2
3440,Gas-Bearing surface,Gas,Bearing surface,is related with,0.9902935028076172,1
9265,Track brake-Brake,Track brake,Brake,is type of,0.9902860522270204,1
1811,Disc brake-Brake pad,Brake pad,Disc brake,is part of,0.9902836680412292,2
11116,Vickers-De Havilland,De Havilland,Vickers,is related with,0.9902833700180054,1
291,Brake pad-Brake,Brake,Brake pad,consists of,0.9902828931808472,3
5634,Nipple-Clutch,Nipple,Clutch,is part of,0.9902770519256592,1
6395,Pressure-Brake,Brake,Pressure,has parameter,0.9902764558792114,1
9971,United Kingdom-Brake lining,Brake lining,United Kingdom,is related with,0.9902764558792114,1
6933,Railway air brake-Brake,Railway air brake,Brake,is type of,0.9902730584144592,1
2530,Emergency brake (train)-Brake,Brake,Emergency brake (train),has type,0.9902681708335876,1
6150,Pneumatics-Brake,Pneumatics,Brake,is part of,0.990264058113098,1
4775,Locomotive-Brake,Locomotive,Brake,consists of,0.990260899066925,2
10537,Valve-Reservoir,Valve,Reservoir,is part of,0.99025958776474,1
1302,Compression release engine brake-Brake,Brake,Compression release engine brake,has type,0.9902593493461608,1
12283,Zinc-Brake,Brake,Zinc,consists of,0.9902465343475342,2
5046,Magnetic field-Magnet,Magnetic field,Magnet,is part of,0.990244209766388,2
3329,Friction-Brake,Friction,Brake,is parameter of,0.9902409315109252,1
11152,Viscosity-Brake,Brake,Viscosity,has parameter,0.9902352690696716,5
2891,Field coil-Electromagnetic coil,Electromagnetic coil,Field coil,is part of,0.9902352094650269,3
330,Brake pad-Brake,Brake pad,Brake,is part of,0.9902325868606568,1
10653,Vehicle-Brake,Brake,Vehicle,is part of,0.9902312159538268,2
9078,Torque-Brake,Brake,Torque,has parameter,0.9902309775352478,2
9746,Transmission (mechanics)-Aircraft,Aircraft,Transmission (mechanics),is part of,0.9902252554893494,1
3083,Force-Brake,Force,Brake,is parameter of,0.9902138113975524,3
6308,Pressure vessel-Brake,Brake,Pressure vessel,is part of,0.9902127385139464,1
3082,Force-Brake,Force,Brake,is parameter of,0.9902116656303406,2
871,British Aircraft Corporation-Avro Vulcan,British Aircraft Corporation,Avro Vulcan,is related with,0.990204095840454,1
8581,Surface area-Clutch,Clutch,Surface area,has parameter,0.9901992678642272,1
1747,Disc brake-Brake,Brake,Disc brake,has type,0.9901927709579468,2
11640,Wheel-Brake,Brake,Wheel,interacts with,0.9901907444000244,2
3136,Force-Driving wheel,Force,Driving wheel,is parameter of,0.9901906251907348,1
1169,Cleaning agent-Brake,Cleaning agent,Brake,is part of,0.9901746511459352,3
11801,Wheel-Disc brake,Disc brake,Wheel,interacts with,0.9901665449142456,1
7226,Reservoir-Brake,Reservoir,Brake,is part of,0.9901612997055054,1
7744,Selenium-Copper,Selenium,Copper,is related with,0.9901596903800964,1
10191,Vacuum servo-Vacuum,Vacuum servo,Vacuum,is type of,0.9901532530784608,1
2359,Electrical grid-Electric locomotive,Electrical grid,Electric locomotive,is part of,0.990149974822998,3
1270,Compressed air-Brake,Brake,Compressed air,consists of,0.9901485443115234,1
2691,Engine-Brake,Engine,Brake,interacts with,0.9901376962661744,2
2929,Fluid-Atmosphere of Earth,Atmosphere of Earth,Fluid,consists of,0.9901376962661744,10
7690,Sciaenidae-Clamp (tool),Clamp (tool),Sciaenidae,interacts with,0.9901375770568848,6
6438,Pressure-Brake,Pressure,Brake,is parameter of,0.9901331663131714,1
9472,Train-Brake,Brake,Train,is part of,0.9901286959648132,1
10238,Vacuum-Train,Vacuum,Train,is part of,0.9901277422904968,1
10174,Vacuum servo-Brake,Vacuum servo,Brake,is part of,0.9901180863380432,2
6000,Piston-Brake,Brake,Piston,consists of,0.9901121258735656,1
11548,Wheel speed sensor-Wheel,Wheel speed sensor,Wheel,is parameter of,0.9901100993156432,1
1828,Disc brake-Calipers,Calipers,Disc brake,interacts with,0.9901097416877748,1
3525,Graph theory-Ecosystem,Graph theory,Ecosystem,is part of,0.990108847618103,3
6185,Poppet valve-Brake,Poppet valve,Brake,is part of,0.9901072978973388,1
6169,Pneumatics-Germany,Germany,Pneumatics,consists of,0.9901049733161926,1
1746,Disc brake-Brake,Brake,Disc brake,has type,0.990102767944336,6
7352,Resistor-Power (physics),Resistor,Power (physics),is part of,0.9900970458984376,1
7410,Rim (wheel)-Bicycle brake,Rim (wheel),Bicycle brake,is type of,0.9900957345962524,6
9529,Train-Brake,Train,Brake,consists of,0.9900918006896972,1
10464,Valve-Locomotive,Locomotive,Valve,consists of,0.9900913238525392,1
6590,Pressure-Piston,Pressure,Piston,is parameter of,0.9900896549224854,1
10719,Vehicle-Brake,Vehicle,Brake,consists of,0.9900885224342346,1
5012,Magnetic field-Electromagnet,Electromagnet,Magnetic field,is part of,0.9900845289230348,2
1985,Drum brake-Brake,Brake,Drum brake,has type,0.990080177783966,1
10652,Vehicle-Brake,Brake,Vehicle,is part of,0.9900760054588318,2
6589,Pressure-Piston,Pressure,Piston,is parameter of,0.9900742173194884,1
10296,Valve-Brake,Brake,Valve,consists of,0.99007248878479,2
1783,Disc brake-Brake,Disc brake,Brake,is type of,0.9900711178779602,6
8262,Stainless steel-Formula One,Stainless steel,Formula One,is part of,0.9900668859481812,1
